File Name,File1,File3,File4,File5,File6,File7,File8,File9,Lines,Statements,% Branches,Calls,% Comments,Classes,Methods/Class,Avg Stmts/Method,Max Complexity,Max Depth,Avg Depth,Avg Complexity,num_of_tests,num_of_passed_tests,num_of_failed_tests,In_DegreeCentrality4Data,out_DegCentrality4Data,In_degCentrality4Call,Out_degCentrality4Call,CBO,IFC(Information Flow complexity),Density,Diversity,Uniqueness,DDU,No of Modified ,No of Chunks,No of Failing tests,No of Repair Actions,Exception Type,label
20,org,jfree,chart,plot,ValueMarker.java,,,,156,30,13.3,6,66,1,6,3,5,3,1.57,1.67,296,1,295,1,1,0,0,2,3,0.227326266,0.958699847,0.578431373,0.126061978,1,1,2,3,2,Bad
21,org,jfree,data,statistics,DefaultBoxAndWhiskerCategoryDataset.java,,,,816,236,15.7,79,51,1,38,4.76,12,8,2.31,2.11,13,1,12,1,6,0,2,9,4.76,0.51981352,1,0.204545455,0.106325493,4,1,6,3,2,Bad
22,org,jfree,data,KeyedObjects2D.java,,,,,495,165,23.6,89,44.2,1,21,6.38,13,6,2.27,2.9,37,6,31,0,0,0,0,0,6.38,0.699017199,0.930930931,0.545454545,0.354947308,7,6,11,5,26,Good
23,org,jfree,chart,renderer,category,MinMaxCategoryRenderer.java,,,567,193,16.1,110,43.4,1,23,5.87,18,7,2.17,2.67,5,1,4,0,0,0,0,0,5.87,0.195336788,1,0.012953368,0.002530269,1,1,7,2,2,Bad
24,org,jfree,chart,renderer,GrayPaintScale.java,,,,173,37,13.5,6,61.3,1,7,3.14,5,3,1.57,1.71,10,1,9,0,0,0,0,0,3.14,0.885714286,0.666666667,0.857142857,0.506122449,1,1,2,4,9,Bad
25,org,jfree,chart,renderer,category,StatisticalBarRenderer.java,,,567,221,22.2,120,33.5,1,11,16.45,24,5,2.22,5.82,9,4,5,2,15,0,0,17,16.45,0.351234905,0.972222222,0.007646095,0.002610976,6,4,7,6,2,Good
26,org,jfree,chart,axis,Axis.java,,,,1374,421,14.7,194,47.1,1,56,5.13,24,5,1.91,2.18,539,22,517,6,12,0,0,18,5.13,0.064041515,0.997448117,0.218280601,0.013943348,2,22,1,2,2,Good
31,org,apache,commons,math3,util,ContinuedFraction.java,,,181,49,16.3,18,51.9,1,5,7.2,9,4,2.16,2.6,311,2,309,0,0,0,1,1,7.2,0.087573772,0.992220724,0.235443038,0.020458237,4,2,11,6,7,Good
32,org,apache,commons,math3,geometry,euclidean,twod,,474,191,19.4,132,31.2,3,6.33,6.21,15,8,3.21,2.84,23,1,22,0,0,0,2,2,6.21,0.595659337,1,0.080724876,0.048084526,1,1,2,3,5,Bad
33,org,apache,commons,math3,optimization,linear,SimplexTableau.java,,623,212,18.4,145,37.2,1,31,4.71,12,5,2,2.81,28,1,27,0,0,0,4,4,4.71,0.209296218,0.957671958,0.034313725,0.006877744,1,1,2,3,2,Bad
34,org,apache,commons,math3,genetics,ListPopulation.java,,,211,65,16.9,34,46.4,1,13,2.92,4,4,1.58,1.85,24,1,23,0,0,0,8,8,2.92,0.305555556,0.974637681,0.454545455,0.135366345,1,1,2,3,2,Good
35,org,apache,commons,math3,genetics,ElitisticListPopulation.java,,,112,28,7.1,15,55.4,1,5,3,3,3,1.36,1.6,12,4,8,0,0,0,6,6,3,0.233830846,0.924242424,0.149253731,0.032256177,2,4,3,3,2,Unknown
36,org,apache,commons,math,fraction,BigFraction.java,,,1145,292,16.1,197,55.5,1,54,3.83,13,4,1.99,1.96,88,2,86,0,0,0,5,5,3.83,0.123857624,0.977624785,0.545454545,0.066047063,4,2,4,3,2,Bad
37,org,apache,commons,math,complex,Complex.java,,,1233,265,23,159,60.4,1,44,4.55,9,4,2.03,2.91,287,4,283,0,0,0,1,1,4.55,0.110892289,0.968153797,0.485507246,0.052124442,4,4,4,4,2,Good
38,org,apache,commons,math,optimization,direct,BOBYQAOptimizer.java,,2482,1278,27.6,769,27.7,2,7.5,80.6,144,10,5.44,23.73,17,1,16,0,0,0,2,2,80.6,0.153011204,0.595588235,0.019345238,0.001762964,3,1,3,4,4,Bad
39,org,apache,commons,math,ode,nonstiff,EmbeddedRungeKuttaIntegrator.java,,378,130,16.2,52,36.2,1,9,11.56,25,7,2.87,3.67,69,1,68,0,0,0,3,3,11.56,0.63111413,0.993606138,0.296875,0.186164041,1,1,3,2,2,Bad
40,org,apache,commons,math,analysis,solvers,BracketingNthOrderBrentSolver.java,,403,165,25.5,45,32.5,1,9,15.78,34,6,2.93,5.33,89,1,88,0,0,0,4,4,15.78,0.22904468,0.959908069,0.225352113,0.049546329,2,1,3,3,25,Bad
41,org,apache,commons,math,stat,descriptive,moment,,620,131,20.6,29,64.7,1,21,4.67,8,5,2.48,2.29,221,1,220,0,0,0,2,2,4.67,0.171419552,0.991649527,0.447674419,0.076099332,1,1,4,3,2,Bad
42,org,apache,commons,math,optimization,linear,SimplexTableau.java,,623,212,18.4,145,37.2,1,31,4.71,12,5,2,2.81,27,1,26,0,0,0,4,4,4.71,0.197042531,0.954415954,0.03461063,0.006508894,2,1,1,3,2,Bad
43,org,apache,commons,math,stat,descriptive,SummaryStatistics.java,,740,235,14,142,49.5,1,39,4.08,23,4,1.75,2.03,78,6,72,0,0,0,3,3,4.08,0.25008325,0.991341991,0.295454545,0.073248508,3,6,1,1,2,Bad
44,org,apache,commons,math,ode,AbstractIntegrator.java,,,399,156,10.9,78,29.6,1,24,4.08,15,5,1.85,1.75,162,1,161,0,0,0,6,6,4.08,0.405175038,0.960049076,0.265753425,0.103374872,3,1,5,2,2,Bad
45,org,apache,commons,math,linear,OpenMapRealMatrix.java,,,278,120,15,74,29.5,1,16,5.94,6,6,2.32,2.13,433,1,432,0,0,0,9,9,5.94,0.079529982,0.98815328,0.488599349,0.038397954,1,1,5,1,2,Bad
46,org,apache,commons,math,complex,Complex.java,,,1185,238,21,146,62.5,1,42,4.14,8,4,1.97,2.62,190,2,188,0,0,0,12,12,4.14,0.062912144,0.944305207,0.245136187,0.014563116,2,2,2,2,2,Bad
47,org,apache,commons,math,complex,Complex.java,,,1183,238,21,146,62.5,1,42,4.14,8,4,1.97,2.62,190,2,188,0,0,0,5,5,4.14,0.063116936,0.944305207,0.245136187,0.014610522,4,2,5,4,2,Unknown
48,org,apache,commons,math,analysis,solvers,BaseSecantSolver.java,,272,105,45.7,23,36.8,2,3.5,12.43,30,7,3.62,5.14,36,1,35,0,0,0,4,4,12.43,0.218402778,0.953968254,0.08125,0.016928382,1,1,3,1,8,Bad
49,org,apache,commons,math,linear,OpenMapRealVector.java,,,925,427,16.9,271,27.2,3,23,4.93,9,5,2.18,2.09,35,1,34,0,0,0,3,3,4.93,0.102706767,0.983193277,0.144736842,0.014615614,4,1,2,2,15,Bad
50,org,apache,commons,math,analysis,solvers,BaseSecantSolver.java,,267,102,46.1,22,37.1,2,3.5,12.14,29,7,3.6,5,36,1,35,0,0,0,3,3,12.14,0.217155835,0.953968254,0.072327044,0.014983254,1,1,3,1,2,Bad
51,org,apache,commons,math,analysis,solvers,BaseSecantSolver.java,,274,106,45.3,25,36.5,2,3.5,12.71,30,7,3.72,5.14,36,1,35,0,0,0,6,6,12.71,0.233560091,0.953968254,0.081632653,0.018188483,3,1,7,1,25,Bad
52,org,apache,commons,math,geometry,euclidean,threed,,1032,350,13.4,236,42.9,1,21,15.1,37,5,2.55,4.14,28,1,27,0,0,0,6,6,15.1,0.150440313,0.994708995,0.154109589,0.023061627,3,1,4,2,2,Bad
53,org,apache,commons,math,complex,Complex.java,,,1023,209,20.6,131,61.6,1,35,4.37,9,4,1.98,2.63,167,1,166,0,0,0,12,12,4.37,0.063259983,0.926412236,0.245398773,0.014381552,1,1,2,1,2,Bad
54,org,apache,commons,math,dfp,Dfp.java,,,2406,1127,28.7,339,23.8,1,62,16.69,41,6,2.75,6.77,63,1,62,0,0,0,18,18,16.69,0.41990562,0.998463902,0.497297297,0.208497165,2,1,7,2,2,Bad
55,org,apache,commons,math,geometry,Vector3D.java,,,562,165,7.3,86,48.2,1,35,3.09,6,4,1.73,1.54,88,1,87,0,0,0,24,24,3.09,0.139309764,0.93338558,0.277777778,0.036119368,5,1,8,4,2,Bad
56,org,apache,commons,math,util,MultidimensionalCounter.java,,,297,89,16.9,20,48.8,2,6.5,2.92,5,5,2.28,1.77,5,1,4,0,0,0,30,30,2.92,0.1,1,0.0375,0.00375,1,1,4,3,2,Bad
57,org,apache,commons,math,stat,clustering,KMeansPlusPlusClusterer.java,,333,127,26.8,62,33.3,2,4,9.38,6,7,3.02,3.38,4,1,3,0,0,0,36,36,9.38,0.164,1,0.024,0.003936,1,1,1,1,2,Bad
58,org,apache,commons,math,optimization,fitting,GaussianFitter.java,,336,114,17.5,67,42,4,3,7.08,8,5,2.72,3,8,1,7,0,0,0,7,7,7.08,0.490927419,0.928571429,0.044354839,0.020219649,1,1,4,2,17,Bad
59,org,apache,commons,math,util,FastMath.java,,,3494,1638,14.8,282,25.4,1,46,33.59,44,5,2.56,7.31,1513,1,1512,0,0,0,1,1,33.59,0.069194824,0.989139846,0.403846154,0.027640587,1,1,2,2,2,Bad
60,org,apache,commons,math,distribution,NormalDistributionImpl.java,,,246,71,15.5,10,48.8,1,13,3.31,4,3,1.63,1.85,26,1,25,0,0,0,4,4,3.31,0.191715976,0.987692308,0.148717949,0.028160695,2,1,8,4,7,Bad
61,org,apache,commons,math,distribution,PoissonDistributionImpl.java,,,241,54,11.1,15,59.3,1,11,2.45,5,3,1.44,1.64,12,1,11,0,0,0,6,6,2.45,0.146126761,1,0.063380282,0.009261555,2,1,2,2,14,Unknown
62,org,apache,commons,math,optimization,univariate,MultiStartUnivariateRealOptimizer.java,,205,69,10.1,18,42.9,2,5.5,3.64,6,5,1.86,1.91,2,1,1,0,0,0,4,4,3.64,0.395061728,1,0.016460905,0.006503074,2,1,13,3,2,Bad
63,org,apache,commons,math,util,MathUtils.java,,,1986,616,33.3,184,48.4,2,34,7.74,24,7,2.75,4.29,760,1,759,0,0,0,8,8,7.74,0.064221923,0.981912832,0.60130719,0.03791863,1,1,3,2,2,Bad
64,org,apache,commons,math,optimization,general,LevenbergMarquardtOptimizer.java,,886,375,23.7,71,34.9,1,11,31.18,45,7,3.46,10.55,54,2,52,0,0,0,3,3,31.18,0.297739298,0.8721174,0.136363636,0.035408676,13,2,15,9,2,Bad
65,org,apache,commons,math,optimization,general,AbstractLeastSquaresOptimizer.java,,366,134,11.2,37,35.2,1,18,4.44,5,5,1.72,1.83,75,1,74,0,0,0,3,3,4.44,0.100199005,0.93009009,0.061567164,0.005737697,2,1,7,3,2,Bad
66,org,apache,commons,math,optimization,univariate,BrentOptimizer.java,,234,115,29.6,23,29.5,1,3,34.67,42,8,4,14.67,10,4,6,0,0,0,3,3,34.67,0.10744921,0.977777778,0.031602709,0.003320226,12,4,19,6,2,Good
67,org,apache,commons,math,optimization,MultiStartUnivariateRealOptimizer.java,,,318,120,10.8,29,35.2,1,20,4.1,15,6,2.33,1.8,2,1,1,0,0,0,3,3,4.1,0.345454545,1,0.024242424,0.008374656,2,1,2,1,2,Bad
68,org,apache,commons,math,optimization,general,LevenbergMarquardtOptimizer.java,,863,357,24.6,66,34.6,1,10,32.9,44,7,3.47,11.4,44,2,42,0,0,0,3,3,32.9,0.347763348,0.862579281,0.166666667,0.049995576,9,2,9,3,2,Bad
69,org,apache,commons,math,stat,correlation,PearsonsCorrelation.java,,281,89,16.9,51,49.8,1,13,5,5,5,2.15,2.31,15,2,13,0,0,0,4,4,5,0.144740177,0.942857143,0.034220532,0.004670052,1,2,2,3,2,Bad
70,org,apache,commons,math,analysis,solvers,BisectionSolver.java,,109,36,11.1,14,39.4,1,6,4.17,5,4,2.03,1.67,16,1,15,0,0,0,3,3,4.17,0.19375,0.975,0.316666667,0.059820313,1,1,3,2,18,Bad
71,org,apache,commons,math,ode,nonstiff,EmbeddedRungeKuttaIntegrator.java,,411,148,18.2,59,35.5,1,9,13.22,32,7,3,4.44,114,2,112,0,0,0,3,3,13.22,0.629085873,0.983232417,0.347368421,0.214860438,2,2,2,1,2,Bad
72,org,apache,commons,math,analysis,solvers,BrentSolver.java,,319,123,24.4,45,37.6,1,7,15.43,19,5,2.93,5.57,152,1,151,0,0,0,6,6,15.43,0.315541212,0.705298013,0.377358491,0.083981355,2,1,2,2,2,Bad
73,org,apache,commons,math,analysis,solvers,BrentSolver.java,,319,123,24.4,45,37.6,1,7,15.43,19,5,2.93,5.57,166,1,165,0,0,0,4,4,15.43,0.147055512,0.7483023,0.196261682,0.021597024,1,1,3,1,2,Bad
74,org,apache,commons,math,ode,nonstiff,EmbeddedRungeKuttaIntegrator.java,,403,144,18.8,57,35.2,1,9,12.78,32,7,2.89,4.44,56,1,55,0,0,0,2,2,12.78,0.20654278,0.991558442,0.089430894,0.018315379,3,1,5,3,2,Bad
75,org,apache,commons,math,stat,Frequency.java,,,593,170,17.1,103,51.3,2,17.5,3.43,11,4,1.96,1.86,8,1,7,0,0,0,1,1,3.43,0.708333333,1,0.555555556,0.393518519,1,1,2,2,2,Bad
76,org,apache,commons,math,linear,SingularValueDecompositionImpl.java,,,444,163,18.4,65,29.5,3,6.67,6.15,10,7,2.78,2.6,17,2,15,0,0,0,9,9,6.15,0.158126137,0.992647059,0.034793814,0.005461357,12,2,7,5,2,Good
77,org,apache,commons,math,linear,ArrayRealVector.java,,,1184,493,20.3,204,28,1,103,3.68,8,5,2.1,2.01,346,2,344,0,0,0,2,2,3.68,0.046068784,0.992359889,0.249721293,0.011416462,2,2,8,3,2,Good
78,org,apache,commons,math,ode,events,EventState.java,,345,128,14.1,33,38.8,2,6,7.92,24,8,3.03,3.5,116,1,115,0,0,0,12,12,7.92,0.509449602,0.923388306,0.307692308,0.144744555,3,1,6,3,14,Bad
79,org,apache,commons,math,util,MathUtils.java,,,1663,506,32.4,164,47.3,1,60,7.13,24,7,2.62,3.93,409,1,408,0,0,0,9,9,7.13,0.050622051,0.923694779,0.74025974,0.034614045,2,1,1,1,18,Bad
80,org,apache,commons,math,linear,EigenDecompositionImpl.java,,,1843,918,22.4,203,22.1,2,21,19.83,66,8,3.42,6.6,36,1,35,0,0,0,23,23,19.83,0.158146409,0.993650794,0.07198748,0.011312279,1,1,1,2,2,Bad
81,org,apache,commons,math,linear,EigenDecompositionImpl.java,,,1843,918,22.4,203,22.1,2,21,19.83,66,8,3.42,6.6,35,1,34,0,0,0,30,30,19.83,0.156315672,0.993277311,0.06885759,0.010691161,3,1,4,4,1,Bad
82,org,apache,commons,math,optimization,linear,SimplexSolver.java,,196,71,25.4,42,35.2,1,9,6.11,4,5,2.21,3,14,1,13,0,0,0,41,41,6.11,0.283604581,0.945054945,0.03164557,0.008481706,1,1,1,2,2,Bad
83,org,apache,commons,math,optimization,linear,SimplexTableau.java,,572,186,14.5,111,39.9,1,34,3.68,11,4,1.87,2.21,17,1,16,0,0,0,14,14,3.68,0.262099777,0.963235294,0.046413502,0.011717727,3,1,3,2,2,Bad
84,org,apache,commons,math,optimization,direct,MultiDirectional.java,,145,50,16,16,35.2,1,4,9.25,7,5,2.28,3,5,2,3,0,0,0,2,2,9.25,0.728358209,1,0.149253731,0.10871018,3,2,6,2,2,Good
85,org,apache,commons,math,analysis,solvers,UnivariateRealSolverUtils.java,,241,47,12.8,20,60.2,2,3.5,4.57,11,3,1.79,2.57,92,1,91,0,0,0,4,4,4.57,0.16819222,0.954371715,0.429824561,0.068994535,1,1,1,2,13,Bad
86,org,apache,commons,math,linear,CholeskyDecompositionImpl.java,,,354,129,24,35,28.5,2,6.5,8.15,10,6,3.23,3.38,12,2,10,0,0,0,3,3,8.15,0.168038409,0.984848485,0.065843621,0.010896617,2,2,6,1,2,Bad
87,org,apache,commons,math,optimization,linear,SimplexTableau.java,,547,179,15.1,108,39.3,1,31,3.9,11,4,1.88,2.32,16,1,15,0,0,0,6,6,3.9,0.257745726,0.975,0.049145299,0.012350316,3,1,2,2,2,Bad
88,org,apache,commons,math,optimization,linear,SimplexTableau.java,,549,180,15.6,106,39.2,1,31,3.94,11,5,1.91,2.32,15,1,14,0,0,0,3,3,3.94,0.256695157,0.971428571,0.049145299,0.012254921,4,1,8,4,2,Bad
89,org,apache,commons,math,stat,Frequency.java,,,494,139,16.5,95,53,2,14.5,3.41,11,4,2.01,1.79,7,1,6,0,0,0,3,3,3.41,0.923809524,1,0.566666667,0.523492063,2,1,3,1,5,Bad
90,org,apache,commons,math,stat,Frequency.java,,,490,136,15.4,94,53.5,2,14.5,3.31,11,4,1.99,1.72,7,1,6,0,0,0,7,7,3.31,0.945812808,1,0.586206897,0.554441991,2,1,2,1,9,Bad
91,org,apache,commons,math,fraction,Fraction.java,,,549,181,19.3,70,45,1,23,6.35,13,4,2.2,2.91,56,1,55,0,0,0,5,5,6.35,0.159468439,0.952597403,0.360465116,0.054757975,1,1,3,3,2,Bad
92,org,apache,commons,math,util,MathUtils.java,,,1161,351,35.9,121,51.5,1,43,6.84,24,7,2.74,4.12,203,1,202,0,0,0,4,4,6.84,0.079565577,0.925411789,0.813953488,0.059932146,12,1,15,8,2,Bad
93,org,apache,commons,math,util,MathUtils.java,,,1084,321,34.6,114,52.5,1,43,6.14,24,7,2.75,3.72,202,1,201,0,0,0,10,10,6.14,0.078310394,0.924594453,0.813953488,0.058934592,3,1,7,5,2,Bad
94,org,apache,commons,math,util,MathUtils.java,,,1070,315,34.3,111,53.2,1,43,6.02,24,7,2.76,3.65,202,1,201,0,0,0,6,6,6.02,0.078310394,0.924594453,0.813953488,0.058934592,1,1,1,2,2,Bad
95,org,apache,commons,math,distribution,FDistributionImpl.java,,,196,49,14.3,10,53.6,1,10,3.1,3,3,1.71,1.7,22,1,21,0,0,0,9,9,3.1,0.265008576,0.917748918,0.132075472,0.032122252,3,1,2,2,9,Bad
96,org,apache,commons,math,complex,Complex.java,,,874,169,24.3,134,64,1,29,4.41,11,5,2.13,2.76,149,1,148,0,0,0,17,17,4.41,0.381640261,0.925353925,1,0.353152314,1,1,2,3,2,Bad
97,org,apache,commons,math,analysis,BrentSolver.java,,,279,112,26.8,40,38.4,1,4,25.75,19,5,3.1,9,59,1,58,0,0,0,5,5,25.75,0.245394252,0.857393337,0.369565217,0.077756299,5,1,4,3,9,Bad
98,org,apache,commons,math,linear,BigMatrixImpl.java,,,1466,554,24.9,265,41,1,61,7.85,13,6,2.52,3.51,113,2,111,0,0,0,10,10,7.85,0.198517101,0.983091024,0.738738739,0.144172533,2,2,1,3,1,Good
99,org,apache,commons,math,util,MathUtils.java,,,1228,366,35.5,128,52,1,44,6.95,24,7,2.72,4.23,290,2,288,0,0,0,7,7,6.95,0.059927798,0.935410454,0.575,0.032232826,2,2,3,1,2,Bad
100,org,apache,commons,math,estimation,AbstractEstimator.java,,,301,95,12.6,42,44.5,1,12,5.58,5,5,1.97,2,48,1,47,0,0,0,2,2,5.58,0.394736842,0.711879433,0.219298246,0.061623912,3,1,2,2,1,Bad
101,org,apache,commons,math,complex,ComplexFormat.java,,,543,179,17.3,98,45.1,1,28,4.89,10,4,2.08,2.14,70,2,68,0,0,0,5,5,4.89,0.967346939,0.831469979,0.428571429,0.344708545,1,2,2,2,24,Bad
102,org,apache,commons,math,stat,inference,ChiSquareTestImpl.java,,421,146,25.3,42,41.3,1,18,6.72,14,5,2.31,3.5,30,6,24,0,0,0,5,5,6.72,0.24797048,1,0.143911439,0.035685789,3,6,6,3,2,Bad
103,org,apache,commons,math,distribution,NormalDistributionImpl.java,,,211,64,21.9,13,47.4,1,11,4,5,4,1.91,2.27,20,1,19,0,0,0,6,6,4,0.368421053,0.915789474,0.228070175,0.076949993,2,1,3,4,16,Bad
104,org,apache,commons,math,special,Gamma.java,,,262,69,20.3,23,46.2,2,4,6.63,13,5,2.34,4,91,1,90,0,0,0,16,16,6.63,0.235974552,0.731379731,0.210526316,0.036334106,1,1,1,3,2,Unknown
105,org,apache,commons,math,stat,regression,SimpleRegression.java,,519,94,9.6,26,68.6,1,22,2.59,3,3,1.71,1.45,9,1,8,0,0,0,2,2,2.59,0.868686869,0.916666667,0.545454545,0.434343434,1,1,2,2,2,Bad
106,org,apache,commons,math,fraction,ProperFractionFormat.java,,,229,77,19.5,49,44.5,1,7,8.86,10,4,2.1,2.57,16,1,15,0,0,0,6,6,65037240585,0.667682927,0.908333333,0.219512195,0.133129462,4,1,3,2,2,Bad
