File Name,Lines,Max Complexity,Max Depth,num_of_tests,num_of_passed_tests,num_of_failed_tests,CBO,IFC(Information Flow complexity),Density,Diversity,Uniqueness,DDU,No of Modified ,No of Chunks,No of Failing tests,No of Repair Actions,Exception Type,label
28,74,11,5,20,1,19,0,26,0.018318966,0.789473684,0.777777778,0.011248488,2,1,3,1,6,Bad
29,1824,6,5,423,1,422,0,2.92,0.783625731,0.985871202,0.67699115,0.523012249,1,1,1,1,2,Bad
30,6190,36,7,413,10,403,2,8.71,0.026008559,0.994808511,0.794444444,0.020555087,20,10,11,8,2,Good
31,6142,36,7,402,2,400,0,7.49,0.010786052,0.994731296,0.794444444,0.008523772,4,2,4,3,2,Good
32,991,14,6,45,1,44,0,4.28,0.010715373,0.988888889,0.127572016,0.001351793,4,1,7,5,2,Bad
33,1052,34,6,113,1,112,0,6.61,0.050297211,0.946517778,0.142857143,0.006801029,1,1,1,3,18,Bad
34,2278,41,6,152,27,125,2,4.46,0.022780196,0.990240502,0.430962343,0.009721594,2,27,3,3,2,Good
35,4485,10,5,331,1,330,0,5.44,0.245595684,0.982149697,0.851428571,0.205374556,2,1,4,1,5,Bad
36,1416,54,7,65,2,63,2,9.17,0.023306301,0.999183673,0.223744292,0.005210395,2,2,3,2,19,Good
37,4419,10,5,314,1,313,1,5.39,0.020456621,0.988912403,0.850574713,0.017206962,3,1,7,2,3,Bad
38,1757,96,6,45,1,44,2,5.41,0.023373481,0.787375415,0.338709677,0.006233513,1,1,1,2,6,Bad
39,5840,36,7,198,1,197,1,7.46,0.316954239,0.982361688,0.927152318,0.288681577,1,1,1,3,18,Bad
40,5774,34,7,196,1,195,0,7.33,0.027092113,0.982365254,0.926666667,0.024662632,1,1,7,2,2,Bad
41,1037,34,6,78,2,76,1,6.61,0.027346939,0.93972694,0.916666667,0.0235571,8,2,8,3,6,Bad
42,995,17,11,54,1,53,2,5.83,0.143162393,0.995121951,0.463157895,0.065983345,2,1,6,3,6,Bad
43,475,12,7,7,1,6,0,9.05,0.220795892,0.80952381,0.136363636,0.024373573,1,1,1,2,20,Bad
44,715,55,7,20,1,19,0,11.42,0.307359307,1,0.947368421,0.291182502,1,1,4,1,24,Bad
45,647,12,6,81,1,80,0,10.5,0.205263158,0.999691358,0.514124294,0.105498205,1,1,3,2,24,Bad
46,865,24,7,19,1,18,0,9.52,0.029434331,0.964912281,0.404761905,0.011495864,9,1,5,1,6,Bad
47,2718,11,6,206,2,204,3,8.5,0.130325815,0.996957404,0.721991701,0.093807866,2,2,2,3,18,Bad
48,847,18,5,63,1,62,0,7.86,0.13208852,0.986687148,0.931034483,0.121341766,2,1,3,1,2,Bad
49,946,14,5,25,1,24,0,7.74,0.375478927,1,0.764705882,0.287130944,1,1,4,2,2,Bad
50,1747,96,6,21,2,19,7,148.4,0.371764706,0.984210526,0.395833333,0.144833333,6,2,8,5,2,Good
51,973,23,6,52,1,51,0,4.49,0.539583333,0.965309201,1,0.520864756,1,1,1,1,24,Bad
52,691,23,7,14,1,13,2,9.33,0.065488565,0.934065934,0.315789474,0.019317044,1,1,2,1,6,Bad
53,990,32,8,22,1,21,1,7.57,0.161654135,1,0.833333333,0.134711779,4,1,0,3,2,Bad
54,294,20,6,12,1,11,1,8.22,0.173333333,0.878787879,0.777777778,0.118473625,1,1,4,2,9,Bad
55,265,5,3,6,1,5,3,7.83,0.685185185,1,0.75,0.513888889,2,1,1,1,2,Bad
56,1744,98,6,19,1,18,0,4.42,1,0.980392157,0.262295082,0.257152041,3,1,4,2,22,Bad
57,291,19,6,11,11,0,1,8,0.410746812,0,0.08,0,1,11,3,2,18,Good
58,1626,53,7,74,1,73,0,8.38,0.08,0.967404427,0.282722513,0.021880561,1,1,1,1,19,Bad
59,2364,11,6,182,1,181,0,4.92,0.016075511,0.995750106,0.711340206,0.011386559,1,1,2,3,1,Bad
60,2364,11,6,185,1,184,0,4.92,0.146199162,0.996216898,0.71559633,0.104223797,2,1,2,2,2,Bad
61,2364,11,6,184,2,182,0,4.92,0.153506793,0.996175096,0.71559633,0.109428736,1,2,2,4,2,Bad
62,955,20,11,42,1,41,0,6.24,0.153896562,0.997536946,0.530612245,0.081458269,4,1,2,3,6,Bad
63,618,21,6,12,1,11,1,11.9,0.488388459,0.939393939,0.094339623,0.043281996,4,1,8,4,6,Bad
64,231,4,4,73,1,72,1,5,0.131027254,0.960651289,0.127071823,0.015994721,5,1,9,4,2,Bad
Lang_65,989,32,8,21,1,20,1,7.57,0.045023501,1,0.8,0.036018801,8,1,5,4,2,Bad
Time_1,279,4,4,3946,1,3945,10,82.64,0.111188201,0.998117648,0.662639405,0.073538996,3,1,7,4,2,Bad
2,282,4,4,3946,1,3945,6,26.72,0.080856989,0.998998157,0.682408501,0.055122218,3,1,5,4,9,Bad
3,1486,8,4,1307,5,1302,0,1.9,0.11021428,0.999350886,0.47817715,0.052667741,20,5,1,2,6,Good
4,998,19,7,770,1,769,10,261.31,0.077173439,0.999341261,0.325207216,0.025080826,1,1,4,3,2,Bad
5,1646,8,4,1887,3,1884,16,1524.03,0.104047603,0.998113169,0.464646465,0.048254131,2,3,12,4,27,Bad
6,1141,11,8,2600,5,2595,0,4.95,0.090113841,0.998509026,0.535529716,0.048186687,3,5,7,4,2,Good
7,953,8,5,2703,2,2701,13,488.42,0.086434426,0.99932755,0.63598759,0.054934257,2,2,4,3,10,Bad
8,1327,12,8,3883,1,3882,4,23.25,0.094297151,0.997483795,0.582278481,0.054769044,3,1,6,5,9,Bad
9,1306,11,8,3883,1,3882,4,16.21,0.094306832,0.997484356,0.582278481,0.054774698,5,1,5,2,2,Bad
10,346,7,5,371,2,369,0,4.19,0.048733032,0.983827493,0.212274775,0.010177492,2,2,3,2,10,Bad
11,849,20,9,8,1,7,0,10.74,0.229471545,0.892857143,0.025203252,0.005163776,1,1,5,2,2,Bad
12,2108,6,4,1674,8,1666,3,6.6,0.083369202,0.99934544,0.48244099,0.040194393,8,8,8,4,2,Good
13,1872,50,9,971,1,970,5,22.93,0.102501855,0.995937701,0.376633359,0.03844879,3,1,6,3,6,Bad
14,366,9,4,3816,8,3808,0,6.33,0.076891397,0.999098924,0.697223677,0.053562195,2,8,5,2,10,Good
15,330,10,5,2725,1,2724,0,4.38,0.159724938,0.940636028,0.6,0.090145819,1,1,3,1,2,Bad
16,949,8,5,2596,7,2589,0,4.4,0.087391478,0.999334115,0.630977131,0.055105306,1,7,3,3,2,Bad
17,1301,11,8,3800,1,3799,1,7.13,0.104261201,0.998949307,0.689166667,0.071777848,5,1,11,6,2,Bad
18,1104,10,6,2485,1,2484,0,4.61,0.101751835,0.998375823,0.521212121,0.052948153,2,1,5,3,10,Bad
19,1278,11,8,3790,1,3789,2,7.9,0.090563187,0.999120315,0.703777336,0.063680251,1,1,1,2,6,Bad
20,2829,38,7,2575,1,2574,2,6.81,0.106157674,0.999262653,0.610259827,0.064735995,3,1,7,4,9,Bad
21,101,18,5,3783,2,3781,6,87,0.115464687,0.998660977,0.641434263,0.073963835,5,2,8,5,6,Bad
22,625,11,5,1814,2,1812,2,5.94,0.09753227,0.998753967,0.474603175,0.046231447,2,2,4,3,2,Bad
23,1278,11,8,3572,1,3571,0,6.9,0.144089444,0.990331239,0.54109589,0.077212369,8,1,3,2,6,Bad
24,510,14,5,1038,7,1031,7,40.57,0.094934943,0.999472318,0.427123552,0.040527553,1,7,4,1,2,Bad
25,1259,11,8,3729,3,3726,4,22.89,0.085348874,0.99907438,0.702830189,0.059930241,1,3,6,3,6,Bad
26,602,33,5,3763,8,3755,0,4.65,0.077322021,0.999210733,0.710526316,0.054895969,7,8,3,2,6,Good
Time_27,1868,50,9,738,1,737,8,150.9,0.083601167,0.995656884,0.326822917,0.027204111,2,1,1,2,9,Bad
Chart_1,1994,22,6,428,1,427,4,7.47,0.147796894,0.997105772,0.322632424,0.047546061,1,1,1,2,2,Bad
2,2180,41,8,349,2,347,5,15.67,0.153865413,0.987797648,0.393203883,0.05976223,8,1,4,3,18,Bad
3,1302,13,5,49,1,48,0,6.61,0.412401026,0.99744898,0.338797814,0.139364136,1,1,1,2,2,Bad
4,5866,56,8,425,22,403,0,7.01,0.06791541,0.998420221,0.195058518,0.013226551,2,22,1,2,18,Bad
5,737,16,6,126,1,125,5,4.79,0.505866115,0.954412698,0.594202899,0.286884156,2,1,4,2,12,Bad
6,179,5,4,479,2,477,3,3.88,0.289324983,0.943029848,0.44,0.120050521,1,2,8,2,2,Good
7,573,19,5,15,1,14,5,4.93,0.474074074,1,0.264957265,0.12560937,2,1,3,3,2,Bad
8,647,10,7,23,1,22,0,6.44,0.362732919,0.913043478,0.428571429,0.141938968,1,1,2,3,2,Bad
9,1039,12,5,32,1,31,0,6.02,0.337614155,0.997983871,0.264840183,0.089233525,1,1,1,2,9,Bad
10,69,1,2,1,1,0,0,1,0.363636364,0,0.181818182,0,1,1,2,2,6,Bad
11,597,12,4,264,1,263,0,9.05,0.203463203,0.88247494,0.523809524,0.094050617,1,1,2,3,2,Bad
12,619,19,6,200,1,199,11,8.52,0.168701282,0.9862219,0.18240621,0.03034818,1,1,3,3,2,Bad
13,534,13,4,139,1,138,0,21.9,0.439942988,0.89008158,0.284023669,0.111219451,1,1,6,5,9,Bad
14,4123,36,8,491,4,487,0,6.06,0.114465657,0.985251033,0.293548387,0.033105626,4,4,2,3,18,Good
15,3040,45,7,197,1,196,0,6.59,0.134962583,0.998705066,0.184994273,0.024934974,3,1,2,4,2,Bad
16,802,13,6,21,8,13,2,5.63,0.380952381,0.995238095,0.484375,0.183645125,2,8,5,3,18,Good
17,1037,12,5,49,1,48,0,6.02,0.197988071,0.93987049,0.251046025,0.046715434,1,1,5,2,9,Bad
18,470,10,5,241,4,237,0,4.91,0.353198669,0.974688797,0.714285714,0.245899132,6,4,9,4,12,Bad
18,569,14,6,241,4,237,0,6.04,0.353198669,0.974688797,0.714285714,0.245899132,6,4,9,4,12,Bad
19,3813,36,8,361,2,359,0,6.31,0.173447438,0.985580179,0.303072626,0.051809161,2,2,3,3,2,Good
20,156,5,3,296,1,295,2,3,0.227326266,0.958699847,0.578431373,0.126061978,1,1,2,3,2,Bad
21,816,12,8,13,1,12,9,4.76,0.51981352,1,0.204545455,0.106325493,4,1,6,3,2,Bad
22,495,13,6,37,6,31,0,6.38,0.699017199,0.930930931,0.545454545,0.354947308,7,6,11,5,26,Good
23,567,18,7,5,1,4,0,5.87,0.195336788,1,0.012953368,0.002530269,1,1,7,2,2,Bad
24,173,5,3,10,1,9,0,3.14,0.885714286,0.666666667,0.857142857,0.506122449,1,1,2,4,9,Bad
25,567,24,5,9,4,5,17,16.45,0.351234905,0.972222222,0.007646095,0.002610976,6,4,7,6,2,Good
Chart_26,1374,24,5,539,22,517,18,5.13,0.064041515,0.997448117,0.218280601,0.013943348,2,22,1,2,2,Good
Math_31,181,9,4,311,2,309,1,7.2,0.087573772,0.992220724,0.235443038,0.020458237,4,2,11,6,7,Good
32,474,15,8,23,1,22,2,6.21,0.595659337,1,0.080724876,0.048084526,1,1,2,3,5,Bad
33,623,12,5,28,1,27,4,4.71,0.209296218,0.957671958,0.034313725,0.006877744,1,1,2,3,2,Bad
34,211,4,4,24,1,23,8,2.92,0.305555556,0.974637681,0.454545455,0.135366345,1,1,2,3,2,Good
35,112,3,3,12,4,8,6,3,0.233830846,0.924242424,0.149253731,0.032256177,2,4,3,3,2,Bad
36,1145,13,4,88,2,86,5,3.83,0.123857624,0.977624785,0.545454545,0.066047063,4,2,4,3,2,Bad
37,1233,9,4,287,4,283,1,4.55,0.110892289,0.968153797,0.485507246,0.052124442,4,4,4,4,2,Good
38,2482,144,10,17,1,16,2,80.6,0.153011204,0.595588235,0.019345238,0.001762964,3,1,3,4,4,Bad
39,378,25,7,69,1,68,3,11.56,0.63111413,0.993606138,0.296875,0.186164041,1,1,3,2,2,Bad
40,403,34,6,89,1,88,4,15.78,0.22904468,0.959908069,0.225352113,0.049546329,2,1,3,3,25,Bad
41,620,8,5,221,1,220,2,4.67,0.171419552,0.991649527,0.447674419,0.076099332,1,1,4,3,2,Bad
42,623,12,5,27,1,26,4,4.71,0.197042531,0.954415954,0.03461063,0.006508894,2,1,1,3,2,Bad
43,740,23,4,78,6,72,3,4.08,0.25008325,0.991341991,0.295454545,0.073248508,3,6,1,1,2,Bad
44,399,15,5,162,1,161,6,4.08,0.405175038,0.960049076,0.265753425,0.103374872,3,1,5,2,2,Bad
45,278,6,6,433,1,432,9,5.94,0.079529982,0.98815328,0.488599349,0.038397954,1,1,5,1,2,Bad
46,1185,8,4,190,2,188,12,4.14,0.062912144,0.944305207,0.245136187,0.014563116,2,2,2,2,2,Bad
47,1183,8,4,190,2,188,5,4.14,0.063116936,0.944305207,0.245136187,0.014610522,4,2,5,4,2,Bad
48,272,30,7,36,1,35,4,12.43,0.218402778,0.953968254,0.08125,0.016928382,1,1,3,1,8,Bad
49,925,9,5,35,1,34,3,4.93,0.102706767,0.983193277,0.144736842,0.014615614,4,1,2,2,15,Bad
50,267,29,7,36,1,35,3,12.14,0.217155835,0.953968254,0.072327044,0.014983254,1,1,3,1,2,Bad
51,274,30,7,36,1,35,6,12.71,0.233560091,0.953968254,0.081632653,0.018188483,3,1,7,1,25,Bad
52,1032,37,5,28,1,27,6,15.1,0.150440313,0.994708995,0.154109589,0.023061627,3,1,4,2,2,Bad
53,1023,9,4,167,1,166,12,4.37,0.063259983,0.926412236,0.245398773,0.014381552,1,1,2,1,2,Bad
54,2406,41,6,63,1,62,18,16.69,0.41990562,0.998463902,0.497297297,0.208497165,2,1,7,2,2,Bad
55,562,6,4,88,1,87,24,3.09,0.139309764,0.93338558,0.277777778,0.036119368,5,1,8,4,2,Bad
56,297,5,5,5,1,4,30,2.92,0.1,1,0.0375,0.00375,1,1,4,3,2,Bad
57,333,6,7,4,1,3,36,9.38,0.164,1,0.024,0.003936,1,1,1,1,2,Bad
58,336,8,5,8,1,7,7,7.08,0.490927419,0.928571429,0.044354839,0.020219649,1,1,4,2,17,Bad
59,3494,44,5,1513,1,1512,1,33.59,0.069194824,0.989139846,0.403846154,0.027640587,1,1,2,2,2,Bad
60,246,4,3,26,1,25,4,3.31,0.191715976,0.987692308,0.148717949,0.028160695,2,1,8,4,7,Bad
61,241,5,3,12,1,11,6,2.45,0.146126761,1,0.063380282,0.009261555,2,1,2,2,14,Bad
62,205,6,5,2,1,1,4,3.64,0.395061728,1,0.016460905,0.006503074,2,1,13,3,2,Bad
63,1986,24,7,760,1,759,8,7.74,0.064221923,0.981912832,0.60130719,0.03791863,1,1,3,2,2,Bad
64,886,45,7,54,2,52,3,31.18,0.297739298,0.8721174,0.136363636,0.035408676,13,2,15,9,2,Bad
65,366,5,5,75,1,74,3,4.44,0.100199005,0.93009009,0.061567164,0.005737697,2,1,7,3,2,Bad
66,234,42,8,10,4,6,3,34.67,0.10744921,0.977777778,0.031602709,0.003320226,12,4,19,6,2,Good
67,318,15,6,2,1,1,3,4.1,0.345454545,1,0.024242424,0.008374656,2,1,2,1,2,Bad
68,863,44,7,44,2,42,3,32.9,0.347763348,0.862579281,0.166666667,0.049995576,9,2,9,3,2,Bad
69,281,5,5,15,2,13,4,5,0.144740177,0.942857143,0.034220532,0.004670052,1,2,2,3,2,Bad
70,109,5,4,16,1,15,3,4.17,0.19375,0.975,0.316666667,0.059820313,1,1,3,2,18,Bad
71,411,32,7,114,2,112,3,13.22,0.629085873,0.983232417,0.347368421,0.214860438,2,2,2,1,2,Bad
72,319,19,5,152,1,151,6,15.43,0.315541212,0.705298013,0.377358491,0.083981355,2,1,2,2,2,Bad
73,319,19,5,166,1,165,4,15.43,0.147055512,0.7483023,0.196261682,0.021597024,1,1,3,1,2,Bad
74,403,32,7,56,1,55,2,12.78,0.20654278,0.991558442,0.089430894,0.018315379,3,1,5,3,2,Bad
75,593,11,4,8,1,7,1,3.43,0.708333333,1,0.555555556,0.393518519,1,1,2,2,2,Bad
76,444,10,7,17,2,15,9,6.15,0.158126137,0.992647059,0.034793814,0.005461357,12,2,7,5,2,Good
77,1184,8,5,346,2,344,2,3.68,0.046068784,0.992359889,0.249721293,0.011416462,2,2,8,3,2,Good
78,345,24,8,116,1,115,12,7.92,0.509449602,0.923388306,0.307692308,0.144744555,3,1,6,3,14,Bad
79,1663,24,7,409,1,408,9,7.13,0.050622051,0.923694779,0.74025974,0.034614045,2,1,1,1,18,Bad
80,1843,66,8,36,1,35,23,19.83,0.158146409,0.993650794,0.07198748,0.011312279,1,1,1,2,2,Bad
81,1843,66,8,35,1,34,30,19.83,0.156315672,0.993277311,0.06885759,0.010691161,3,1,4,4,1,Bad
82,196,4,5,14,1,13,41,6.11,0.283604581,0.945054945,0.03164557,0.008481706,1,1,1,2,2,Bad
83,572,11,4,17,1,16,14,3.68,0.262099777,0.963235294,0.046413502,0.011717727,3,1,3,2,2,Bad
84,145,7,5,5,2,3,2,9.25,0.728358209,1,0.149253731,0.10871018,3,2,6,2,2,Good
85,241,11,3,92,1,91,4,4.57,0.16819222,0.954371715,0.429824561,0.068994535,1,1,1,2,13,Bad
86,354,10,6,12,2,10,3,8.15,0.168038409,0.984848485,0.065843621,0.010896617,2,2,6,1,2,Bad
87,547,11,4,16,1,15,6,3.9,0.257745726,0.975,0.049145299,0.012350316,3,1,2,2,2,Bad
88,549,11,5,15,1,14,3,3.94,0.256695157,0.971428571,0.049145299,0.012254921,4,1,8,4,2,Bad
89,494,11,4,7,1,6,3,3.41,0.923809524,1,0.566666667,0.523492063,2,1,3,1,5,Bad
90,490,11,4,7,1,6,7,3.31,0.945812808,1,0.586206897,0.554441991,2,1,2,1,9,Bad
91,549,13,4,56,1,55,5,6.35,0.159468439,0.952597403,0.360465116,0.054757975,1,1,3,3,2,Bad
92,1161,24,7,203,1,202,4,6.84,0.079565577,0.925411789,0.813953488,0.059932146,12,1,15,8,2,Bad
93,1084,24,7,202,1,201,10,6.14,0.078310394,0.924594453,0.813953488,0.058934592,3,1,7,5,2,Bad
94,1070,24,7,202,1,201,6,6.02,0.078310394,0.924594453,0.813953488,0.058934592,1,1,1,2,2,Bad
95,196,3,3,22,1,21,9,3.1,0.265008576,0.917748918,0.132075472,0.032122252,3,1,2,2,9,Bad
96,874,11,5,149,1,148,17,4.41,0.381640261,0.925353925,1,0.353152314,1,1,2,3,2,Bad
97,279,19,5,59,1,58,5,25.75,0.245394252,0.857393337,0.369565217,0.077756299,5,1,4,3,9,Bad
98,1466,13,6,113,2,111,10,7.85,0.198517101,0.983091024,0.738738739,0.144172533,2,2,1,3,1,Good
98,1178,13,6,113,2,111,9,8.62,0.198517101,0.983091024,0.738738739,0.144172533,2,2,1,3,1,Bad
99,1228,24,7,290,2,288,7,6.95,0.059927798,0.935410454,0.575,0.032232826,2,2,3,1,2,Bad
100,301,5,5,48,1,47,2,5.58,0.394736842,0.711879433,0.219298246,0.061623912,3,1,2,2,1,Bad
101,543,10,4,70,2,68,5,4.89,0.967346939,0.831469979,0.428571429,0.344708545,1,2,2,2,24,Bad
102,421,14,5,30,6,24,5,6.72,0.24797048,1,0.143911439,0.035685789,3,6,6,3,2,Bad
103,211,5,4,20,1,19,6,4,0.368421053,0.915789474,0.228070175,0.076949993,2,1,3,4,16,Bad
104,262,13,5,91,1,90,16,6.63,0.235974552,0.731379731,0.210526316,0.036334106,1,1,1,3,2,Bad
105,519,3,3,9,1,8,2,2.59,0.868686869,0.916666667,0.545454545,0.434343434,1,1,2,2,2,Bad
Math_106,229,10,4,16,1,15,6,65037240585,0.667682927,0.908333333,0.219512195,0.133129462,4,1,3,2,2,Bad
